MainDTN,ChE30M,ChERM,ChE30,MDTN_R,ChEBM,MDTN_B,NSCh2pD,NFCh30m,TotCha,geometry,corridor_name
4.72,0.0,0.71,2.81,1.19,2.11,3.53,1.0,1.0,2.0,"POLYGON ((-4.068226729620277 37.979034617778154, -4.190741489662453 38.18299801573203, -3.9339459248283686 38.280362940436866, -3.812115394122361 38.07613219269086, -4.068226729620277 37.979034617778154))",Motorway Autovía del Sur Corridor (Andújar)
0.42,0.0,0.1,0.19,0.22,0.09,0.2,1.0,1.0,2.0,"POLYGON ((24.237644420887158 54.8534325973228, 24.211741658349162 55.071831817977575, 24.61260238640283 55.08543608114183, 24.63636246077083 54.86696372611327, 24.237644420887158 54.8534325973228))",Motorway A1 Corridor (Lomeniai)
42.33,0.0,4.72,21.35,9.42,16.64,32.91,5.0,2.0,7.0,"POLYGON ((25.23934796127124 52.69326727074134, 25.219887370312264 52.91197290326721, 25.600721905987264 52.92264760034112, 25.618245157668635 52.70388892376079, 25.23934796127124 52.69326727074134))",М1 Highway Corridor (Яглевіцкі сельскі Савет)
16.91,0.0,5.16,10.94,8.07,5.78,8.85,5.0,2.0,7.0,"POLYGON ((17.08737079586869 49.07707573513387, 17.031102207139803 49.294061714005764, 17.37827994728628 49.328904850235105, 17.432975197034786 49.11176801296623, 17.08737079586869 49.07707573513387))",D46 Highway Corridor (Hoštice)
133.21,0.0,17.22,82.54,26.95,65.32,106.26,14.0,5.0,19.0,"POLYGON ((-2.3886720277718982 41.06217828313375, -2.511816702274675 41.266262599369014, -2.237934560600611 41.358064288142025, -2.1155936674116584 41.153698200793464, -2.3886720277718982 41.06217828313375))",Motorway Autovía del Nordeste Corridor (Arcos de Jalón)
1.32,0.0,0.38,0.69,0.62,0.31,0.71,1.0,1.0,2.0,"POLYGON ((11.52980313586898 58.06249964010887, 11.42803211299525 58.27569142388588, 11.85247087226659 58.3265631219075, 11.951966760902392 58.11306907985202, 11.52980313586898 58.06249964010887))",Motorway E 6 Corridor (Västra Götaland County)
10.7,0.0,0.54,6.0,0.81,5.45,9.89,1.0,2.0,3.0,"POLYGON ((22.046197489962093 46.59856011166442, 22.014857902783486 46.81837129658902, 22.34725463160798 46.8387003290358, 22.377126455605072 46.61880752324183, 22.046197489962093 46.59856011166442))",DN76 Route (Forău)
2.1,0.0,0.13,1.19,0.22,1.06,1.88,1.0,1.0,2.0,"POLYGON ((-4.161682255311921 57.069542407683976, -4.345113000115236 57.266986694956984, -3.961712375434503 57.361617870542254, -3.779802969255668 57.16367195735968, -4.161682255311921 57.069542407683976))",A9 Route (Highland)
74.17,0.0,38.97,76.35,37.62,37.38,36.54,19.0,3.0,22.0,"POLYGON ((8.285311962156882 40.65830547826624, 8.20318923395042 40.873740074175515, 8.489830446741685 40.935317289805035, 8.570940979649963 40.71968616235379, 8.285311962156882 40.65830547826624))",Strada Statale 131 Carlo Felice Route (Sassari)
61.46,0.0,15.98,31.56,30.41,15.58,31.05,16.0,2.0,18.0,"POLYGON ((14.642928813128417 53.494914592266234, 14.568155450304326 53.70970803640493, 14.949701749102934 53.75150296262883, 15.022598941366796 53.536499257908176, 14.642928813128417 53.494914592266234))",S3 Highway Corridor (Miękowo)
105.78,0.0,3.36,46.0,5.36,42.64,100.42,3.0,5.0,8.0,"POLYGON ((-3.687480725364225 55.008032694703445, -3.859225959138181 55.20590448604214, -3.4943142688015727 55.299170718838354, -3.323960511941452 55.10084095221605, -3.687480725364225 55.008032694703445))",Motorway A74(M) Corridor (Ae)
14.71,0.0,4.74,9.89,7.01,5.15,7.7,4.0,1.0,5.0,"POLYGON ((11.81828169545713 45.010428778997785, 11.744047860719169 45.226033417930275, 12.05893825469873 45.27664897945931, 12.13191589089735 45.06085574505807, 11.81828169545713 45.010428778997785))",Motorway Autostrada Bologna-Padova Corridor (Borgoforte)
320.99,0.0,82.64,200.07,128.09,117.43,192.9,65.0,8.0,73.0,"POLYGON ((0.7162109774879625 47.29840105315156, 0.5903221920710408 47.50300776420845, 0.904823206916577 47.58491104423416, 1.029596972863154 47.3799900762123, 0.7162109774879625 47.29840105315156))",L'Aquitaine Highway Corridor (Vouvray)
104.42,0.0,18.75,50.08,44.2,31.33,60.21,23.0,3.0,26.0,"POLYGON ((16.053517523969713 56.532953039199064, 15.98070959435628 56.74857877285583, 16.39357515765361 56.78625302190807, 16.464170559697298 56.57041402751182, 16.053517523969713 56.532953039199064))",Motorway E 22 Corridor (Kalmar)
2.58,0.0,1.52,1.62,2.41,0.11,0.16,2.0,1.0,3.0,"POLYGON ((27.78863627837486 43.26354318236095, 27.783397067339173 43.486014290395126, 28.0959989046331 43.48928990478473, 28.099928797825925 43.26680697076789, 27.78863627837486 43.26354318236095))",9 Route (General Kantardjievo)
32.61,0.0,3.68,15.22,8.34,11.54,24.27,5.0,2.0,7.0,"POLYGON ((23.782816988512327 55.275367308650985, 23.754163344166663 55.49368585748617, 24.159088850434795 55.50862998091698, 24.185557997378023 55.29022983757873, 23.782816988512327 55.275367308650985))",A8 Route (Mociūnai)
0.06,0.0,0.14,0.14,0.06,0.0,0.0,1.0,1.0,2.0,"POLYGON ((-2.8589999826641415 48.22392920576989, -3.002588851889946 48.42400764159978, -2.688520880881487 48.515559901957275, -2.5459796033966327 48.3151264006567, -2.8589999826641415 48.22392920576989))",N 12 Route (Plœuc-L'Hermitage)
205.67,0.0,70.63,104.26,139.91,33.63,65.77,70.0,4.0,74.0,"POLYGON ((9.844889714953972 50.14423502555334, 9.753021972230568 50.3564351582028, 10.101131978799875 50.412251852416816, 10.191487684772387 50.19980604531784, 9.844889714953972 50.14423502555334))",Motorway A 7 Corridor (Stangenroth)
1.8,0.0,0.09,0.72,0.22,0.63,1.58,1.0,1.0,2.0,"POLYGON ((21.720147533037157 66.73368146114953, 21.664531515601364 66.95903021730294, 22.22811483590997 66.98061704487792, 22.279526700846297 66.75507129202401, 21.720147533037157 66.73368146114953))",E 10 Route (Norrbotten County)
220.84,0.0,59.88,153.77,86.74,93.89,134.1,44.0,6.0,50.0,"POLYGON ((4.6751041671054905 45.91665228003856, 4.569136398169087 46.12593250815177, 4.881015670629049 46.196962399945164, 4.985828730396469 45.98741678605404, 4.6751041671054905 45.91665228003856))",Motorway Autoroute du Soleil Corridor (Lurcy)
37.28,0.0,2.58,25.64,3.7,23.06,33.58,2.0,3.0,5.0,"POLYGON ((11.94514662817816 43.663183403784956, 11.87334609554375 43.87958160530402, 12.180251364537586 43.929996312210974, 12.250857446750402 43.71341833810038, 11.94514662817816 43.663183403784956))",Strada Statale 3 bis Tiberina Route (Verghereto)
3.7,0.0,1.03,2.63,1.44,1.6,2.26,1.0,1.0,2.0,"POLYGON ((24.757812916817468 46.071347995198906, 24.738820328114876 46.29201090898281, 25.068562662324908 46.30428758711144, 25.086102904478192 46.08357611555773, 24.757812916817468 46.071347995198906))",Strada Morii Route (Saschiz)
62.26,0.0,15.71,33.44,29.56,17.73,32.7,15.0,2.0,17.0,"POLYGON ((11.213357125316419 47.640423181413375, 11.13237123950702 47.85444306997125, 11.463825943447052 47.90652910644653, 11.54342625467316 47.69229777580301, 11.213357125316419 47.640423181413375))",Motorway A 95 Corridor (Iffeldorf)
0.3,0.0,0.01,0.12,0.01,0.12,0.29,1.0,1.0,2.0,"POLYGON ((19.2624689603768 63.90469446065643, 19.19476347442581 64.12554666144248, 19.70704566378892 64.15421636650372, 19.771301720795396 63.93313923280972, 19.2624689603768 63.90469446065643))",Blå vägen Route (Västerbotten County)
17.68,0.0,6.02,9.56,11.28,3.54,6.4,6.0,1.0,7.0,"POLYGON ((10.986000564183215 53.70947474898307, 10.892086673277598 53.921907870784594, 11.271466520883228 53.974277157294935, 11.363569091833394 53.76158131802119, 10.986000564183215 53.70947474898307))",Motorway A 20 Corridor (Bernstorf)
0.2,0.0,0.11,0.11,0.2,0.0,0.0,1.0,1.0,2.0,"POLYGON ((23.815151539719835 42.46953251417604, 23.793536758582476 42.69195703623728, 24.10086378957743 42.70720458116229, 24.121218606833295 42.484726531569066, 23.815151539719835 42.46953251417604))",Автомагистрала Тракия Highway Corridor (Prespa)
26.69,0.0,4.94,18.26,7.17,13.32,19.51,4.0,2.0,6.0,"POLYGON ((3.1062518377213504 48.829057964706884, 2.9867424389374655 49.03566363884661, 3.3155627096675793 49.11071221922668, 3.4338127662236495 48.90379956455918, 3.1062518377213504 48.829057964706884))",Motorway Autoroute de l’Est Corridor (Méry-sur-Marne)
63.04,0.0,1.88,24.98,3.92,23.09,59.12,2.0,3.0,5.0,"POLYGON ((19.53638126075314 45.74365047565024, 19.49456567585249 45.96302386823406, 19.820089729820175 45.99085398387071, 19.86050810504656 45.77137237506252, 19.53638126075314 45.74365047565024))",Motorway A1 Corridor (Backa Topola Municipality)
7.59,0.0,1.39,3.68,3.12,2.29,4.47,2.0,1.0,3.0,"POLYGON ((14.857888024406279 45.90769383304489, 14.795481267940461 46.12477261507195, 15.118833014648482 46.16639898134709, 15.179889818572848 45.94915904304609, 14.857888024406279 45.90769383304489))",Motorway A2 Corridor (Litija)
15.83,0.0,4.06,9.05,7.43,4.99,8.4,4.0,2.0,6.0,"POLYGON ((-1.8962718248640105 54.97345120268235, -2.059051604004229 55.17352449641107, -1.690397093493876 55.26196157801319, -1.5290856525764407 55.06144982092981, -1.8962718248640105 54.97345120268235))",Central Motorway East Highway Corridor (Whalton)
0.08,0.0,0.0,0.18,0.0,0.18,0.08,0.0,1.0,1.0,"POLYGON ((26.979690381600257 63.948298823747265, 26.965397037514602 64.1710474499099, 27.482362276781565 64.17647804036295, 27.49308589478194 63.953686397702064, 26.979690381600257 63.948298823747265))",Iisalmentie Route (Kajaani)
28.64,0.0,6.5,14.09,12.07,7.59,16.57,7.0,2.0,9.0,"POLYGON ((20.947004383813773 47.190253355197974, 20.910311569565337 47.409479703636094, 21.24627052060191 47.43304156628366, 21.28146850587872 47.21371886385185, 20.947004383813773 47.190253355197974))",4 Corridor (Püspökladány)
1.56,0.0,0.6,1.13,0.82,0.54,0.74,1.0,1.0,2.0,"POLYGON ((-2.2317610734466777 48.40546329007962, -2.373240521669813 48.60625027645448, -2.0567521582555015 48.696074407088325, -1.9163488026431075 48.4949355721593, -2.2317610734466777 48.40546329007962))",N 176 Route (Beaussais-sur-Mer)
0.23,0.0,0.1,0.15,0.15,0.05,0.07,1.0,1.0,2.0,"POLYGON ((7.840253019231508 62.146632968016505, 7.702579413791429 62.358896044982295, 8.172718465686724 62.42090297039502, 8.307684682945851 62.20820627407615, 7.840253019231508 62.146632968016505))",Romsdalsvegen Route (Møre og Romsdal)
16.53,0.0,6.5,11.29,9.5,4.79,7.03,5.0,1.0,6.0,"POLYGON ((6.417072070973128 45.1399371284876, 6.319943822036133 45.35119802280323, 6.629409816993138 45.41739235684421, 6.725379486711984 45.20588859066777, 6.417072070973128 45.1399371284876))",Motorway Autoroute de la Maurienne Corridor (Orelle)
0.06,0.0,0.02,0.02,0.06,0.0,0.0,1.0,1.0,2.0,"POLYGON ((17.79416153980391 68.14416981879386, 17.704656789095193 68.37054422506523, 18.292439014084596 68.40447013251188, 18.377432361954128 68.17776198120788, 17.79416153980391 68.14416981879386))",Nordland Area
126.2,0.0,27.43,67.54,51.8,40.11,74.4,26.0,4.0,30.0,"POLYGON ((10.442322257357512 51.37143618823484, 10.350773722474555 51.583794542652974, 10.709327582978291 51.637816212806776, 10.799264547605564 51.42520915227436, 10.442322257357512 51.37143618823484))",Motorway A 38 Corridor (Hohenstein)
21.69,0.0,5.59,12.92,8.94,7.33,12.75,5.0,2.0,7.0,"POLYGON ((15.772208295944248 48.71177522697668, 15.710295202947236 48.9282224992912, 16.05373571774718 48.96694405166516, 16.114118820824615 48.75033169226089, 15.772208295944248 48.71177522697668))",B303 Route (Lukov)
0.09,0.0,0.0,0.04,0.0,0.04,0.09,0.0,1.0,1.0,"POLYGON ((21.934487878395828 65.83555288457231, 21.882085601764516 66.05961959594129, 22.429217150894928 66.08044307743081, 22.47765417500362 65.85619535438391, 21.934487878395828 65.83555288457231))",E 4;E 10 Route (Norrbotten County)
2.96,0.0,0.46,1.89,0.9,1.43,2.07,1.0,1.0,2.0,"POLYGON ((23.985326636573387 60.117720954571425, 23.953997506987374 60.33725293046892, 24.414564078285984 60.35160797563675, 24.443068048972236 60.13198075984888, 23.985326636573387 60.117720954571425))",Lohjanharjun moottoriliikennetie Highway Corridor (Siuntio)
28.67,0.0,8.79,16.3,16.42,7.51,12.26,9.0,2.0,11.0,"POLYGON ((-6.004138112368599 41.50701672996475, -6.141537014322014 41.70611350214153, -5.871833379908014 41.807644938632265, -5.735158052913082 41.608239231110495, -6.004138112368599 41.50701672996475))",Motorway Autovía Ruta de la Plata Corridor (Manzanal del Barco)
5.37,0.0,2.23,3.52,3.51,1.29,1.86,2.0,1.0,3.0,"POLYGON ((6.166656624008385 47.86717391873227, 6.062900257516954 48.0770462940422, 6.389647631942655 48.143583808043246, 6.4921159292738775 47.9334443226932, 6.166656624008385 47.86717391873227))",N 57 Route (La Vôge-les-Bains)
11.86,0.0,0.61,8.24,0.89,7.62,10.97,1.0,2.0,3.0,"POLYGON ((3.245503457925961 45.34148717388376, 3.1348380009263153 45.54961627142373, 3.441087877953012 45.6247743306617, 3.5506588316964955 45.41637156172265, 3.245503457925961 45.34148717388376))",La Méridienne Highway Corridor (Bansat)
1071.82,0.0,207.66,710.81,315.1,503.15,756.72,158.0,25.0,183.0,"POLYGON ((1.8617542856351206 50.88675440830791, 1.731001324339629 51.0915095770366, 2.0728491645133778 51.16981543220078, 2.202263325042149 50.96471848486035, 1.8617542856351206 50.88675440830791))",L'Européenne Highway Corridor (Unknown Area)
291.82,0.0,53.23,146.18,108.49,92.95,183.33,55.0,7.0,62.0,"POLYGON ((8.925556032479601 51.35748507960667, 8.826748639614895 51.568688676790664, 9.183250977352559 51.62705928090006, 9.28048480389235 51.415588520883375, 8.925556032479601 51.35748507960667))",Motorway A 44 Corridor (Wethen)
46.41,0.0,7.18,32.77,10.14,25.59,36.27,6.0,3.0,9.0,"POLYGON ((0.7773047181715439 43.01959098305729, 0.6618320513072692 43.22627121286453, 0.9509755616469299 43.30880159711561, 1.0655047476705575 43.10184641723414, 0.7773047181715439 43.01959098305729))",La Pyrénéenne Highway Corridor (Proupiary)
0.14,0.0,0.05,0.07,0.1,0.02,0.04,1.0,1.0,2.0,"POLYGON ((12.904858442267738 46.76593990158746, 12.832742106457074 46.98145599639195, 13.159988428951717 47.02871335250212, 13.230738242347035 46.813009993858685, 12.904858442267738 46.76593990158746))",Drautal Straße Corridor (Stall)
34.94,0.0,4.42,13.56,11.48,9.14,23.47,6.0,2.0,8.0,"POLYGON ((26.834567776724704 51.19584739287577, 26.823667114444227 51.41500540488703, 27.191883167829115 51.42098272249337, 27.200969496862754 51.201796528379, 26.834567776724704 51.19584739287577))",М-07 Route (Rivne Oblast)
10.43,0.0,3.05,5.27,6.05,2.22,4.38,4.0,1.0,5.0,"POLYGON ((28.103142530648743 60.63748522578927, 28.09727597024576 60.857774719848805, 28.565599074173395 60.859858164018334, 28.568532701802898 60.63955450692291, 28.103142530648743 60.63748522578927))",«Скандинавия» Route (Vyborgsky District)
0.06,0.0,0.03,0.03,0.06,0.0,0.0,1.0,1.0,2.0,"POLYGON ((30.866949285293845 51.201796528379, 30.876035614327485 51.42098272249337, 31.244251667712373 51.41500540488703, 31.233351005431903 51.19584739287577, 30.866949285293845 51.201796528379))",М-01 Route (Kozerohy)
10.59,0.0,0.4,6.39,0.66,5.99,9.93,1.0,2.0,3.0,"POLYGON ((-5.72402105812221 39.60235844898494, -5.855847435790164 39.803005250043306, -5.594661216599263 39.90436517161119, -5.463517849816952 39.70342801299005, -5.72402105812221 39.60235844898494))",Motorway Autovía del Suroeste Corridor (Higuera de Albalat)
54.08,0.0,22.78,35.92,33.68,13.14,20.4,17.0,2.0,19.0,"POLYGON ((2.954440806561025 49.73035013228909, 2.8318971815201714 49.93653106708983, 3.1669412625026854 50.011905403361006, 3.2881800092790012 49.80540671290018, 2.954440806561025 49.73035013228909))",Motorway Autoroute des Anglais Corridor (Tertry)
2.43,0.0,0.03,1.77,0.04,1.74,2.39,1.0,1.0,2.0,"POLYGON ((-8.580340566689818 41.75899239522006, -8.727663370875664 41.95429417461116, -8.461692298678981 42.06261912890678, -8.315028371535973 41.86699107074921, -8.580340566689818 41.75899239522006))",Motorway Autovía do Atlántico Corridor (Parada)
0.07,0.0,0.03,0.04,0.06,0.01,0.01,1.0,1.0,2.0,"POLYGON ((20.40011603981375 63.51808010177527, 20.34096872571828 63.738981125276524, 20.84806661044797 63.764201215203094, 20.903820822453632 63.54310566853246, 20.40011603981375 63.51808010177527))",Sågverksgatan Route (Västerbotten County)
2.56,0.0,1.22,1.72,1.83,0.5,0.72,1.0,1.0,2.0,"POLYGON ((2.0389069112531266 49.988329765412, 1.9115338220311553 50.19349057485739, 2.2469296352859836 50.271387456738445, 2.3730108010357482 50.065896824000276, 2.0389069112531266 49.988329765412))",L'Européenne Highway Corridor (Bernaville)
2.92,0.0,0.3,1.75,0.47,1.45,2.45,1.0,1.0,2.0,"POLYGON ((11.907658251579473 41.82545278211392, 11.838133005567846 42.042902341776724, 12.134631643628921 42.09368389362304, 12.203042244277144 41.87606384151027, 11.907658251579473 41.82545278211392))",Motorway Autostrada Azzurra Corridor (Cerveteri)
4.5,0.0,0.54,1.75,1.37,1.22,3.13,1.0,1.0,2.0,"POLYGON ((20.539975496572843 66.91074468725012, 20.47503558458312 67.1359968584245, 21.041084405583646 67.16122211048015, 21.10179757632437 66.93573781264537, 20.539975496572843 66.91074468725012))",Inlandsvägen Route (Norrbotten County)
97.12,0.0,48.1,49.42,94.83,1.32,2.29,48.0,1.0,49.0,"POLYGON ((-4.3560127698360445 43.100020357944906, -4.491339502279419 43.30043776784423, -4.2104691670086645 43.397083581950945, -4.0759560498545415 43.19635296739397, -4.3560127698360445 43.100020357944906))",Motorway Autovía del Cantábrico Corridor (Ruente)
13.69,0.0,4.18,7.54,8.07,3.36,5.61,5.0,1.0,6.0,"POLYGON ((-0.5757118962670866 41.89241835603709, -0.6939208094326994 42.09819219427822, -0.4128870107658056 42.18475647202858, -0.2955510369260593 41.97870673636554, -0.5757118962670866 41.89241835603709))",Motorway Autovía Mudéjar Corridor (Almudévar)
70.93,0.0,18.82,37.8,34.72,18.98,36.21,18.0,3.0,21.0,"POLYGON ((16.073424464900008 47.627896048565475, 16.01426959937487 47.84489695943462, 16.35018959081686 47.88281166110899, 16.407878393955272 47.66565481810317, 16.073424464900008 47.627896048565475))",Süd Autobahn Highway Corridor (Wiener Neustadt)
1.1,0.0,0.71,0.71,1.1,0.0,0.0,1.0,1.0,2.0,"POLYGON ((-7.7812677315382155 42.080784254023186, -7.9265834064496445 42.27706355664342, -7.657446979067327 42.383176408542205, -7.512820784003908 42.186572211153035, -7.7812677315382155 42.080784254023186))",Motorway Autovía das Rías Baixas Corridor (Baños de Molgas)
10.49,0.0,0.79,7.06,1.13,6.27,9.36,1.0,2.0,3.0,"POLYGON ((15.98709520834128 39.02532681645031, 15.93651571340564 39.24715931387939, 16.221772312602045 39.28622574568796, 16.271294489176416 39.06427222602118, 15.98709520834128 39.02532681645031))",Motorway Acqua di Calci Corridor (Belmonte Calabro)
73.59,0.0,28.72,34.17,60.99,5.45,12.6,31.0,2.0,33.0,"POLYGON ((18.41529858594665 54.077544431275264, 18.359184747004665 54.29417240948423, 18.749422080025298 54.32493799057084, 18.803537849849704 54.108150562126454, 18.41529858594665 54.077544431275264))",Motorway Autostrada Bursztynowa Corridor (Kłodawa)
7.9,0.0,0.97,4.47,1.82,3.5,6.08,1.0,1.0,2.0,"POLYGON ((-8.876042514824096 42.149271167291694, -9.025488204568354 42.343922729188414, -8.758197858146938 42.45290843505489, -8.609412040263376 42.25792512479876, -8.876042514824096 42.149271167291694))",Motorway Autoestrada do Atlántico Corridor (Cangas)
42.66,0.0,9.29,22.83,17.28,13.54,25.38,9.0,2.0,11.0,"POLYGON ((8.928045072748032 55.44815707118359, 8.819128393664375 55.659025951492815, 9.212195201891308 55.71728375205466, 9.319199586869367 55.50610522421495, 8.928045072748032 55.44815707118359))",Motorway Esbjergmotorvejen Corridor (Region of Southern Denmark)
